Row number,CIID,Chemical Name,Recipe,CAS Number ,Supplier,Product # (link to item),lot #,container #,amount,"amount, kg",unit, location,"est amount remaining 
(June 30, 2023)",pdfs of SDS (as of Jan 2025) (SDS must be updated every 3 years) ,UN Number,Class,Packing Group,GHS Flammable liquid category,Supplier SDS link (SDS should update as suppliers update),est amount remaining (Jun 2024),Expiry Date,date consumed,COA or other notes,,State (based on CoA SDS info (section 3 or 9) if available)),colour (based on CoA or SDS info (section 9) if available)),MolecularWeight,density,,TOXIC ORAL,TOXIC DERMAL,TOXIC INHALATION,SKIN CORROSION / IRRITATION,SERIOUS EYE DAMAGE/EYE IRRITATION,RESPIRATORY SENSITIZATION,SKIN SENSITIZATION,GERM CELL MUTAGENICITY,CARCINOGENICITY,REPRODUCTIVE TOXICITY,SPECIFIC TARGET ORGAN TOXICITY SINGLE EXPOSURE,SPECIFIC TARGET ORGAN TOXICITY REPEATED EXPOSURE,ASPIRATION HAZARD,Health hazard not otherwise classified,FLAMMABLE LIQUIDS,FLAMMABLE SOLIDS,Self-reactive substances and mixtures,CORROSIVE TO METALS,SELF-HEATING SUBSTANCES AND MIXTURE,OXIDIZING  LIQUIDS,OXIDIZING SOLIDS,COMBUSTIBLE DUSTS,Fire or projection hazard,Physical Hazards Not Otherwise Classified,Short-term (acute) aquatic hazard ,Long-term (chronic) aquatic hazard 
599,357,methoxy polyethylene glycol monomethacrylate,,26915-72-0,"Miwon Speciality Chemical Co., Ltd. (Korea)","Sample, Miramer M193",2107245L1,,1L + 500 mL jat,1.09,kg,glovebox on 4A sieves,"100%, jar is 40%",Miramer M193_Miwon_SDS_Revised Aug 2020,Not dangerous goods,n/a,n/a,,,,,,,,liquid,clear to hazy ,668,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,358,dimethyl glutarate,98%,1119-40-0,ThermoFisher,B24359,10221782,,100 g,0.1,kg,FC2,100%,"dimethyl glutarate, 98%_ThermoFisher_SDS_revised March 2024",Not dangerous goods,n/a,n/a,,"ThermoFisher_B24359_dimethyl glutarate, 98%",,,,,,liquid,colourless,160.17,1.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,359,polyvinyl butyral,Mowital B 75 H,"68648-78-2 (can also be 63148-65-2) and impuritites including 7732-18-5, 123-72-8, 7647-14-5",Kuraray America Inc,Mowital B 75 H,M120085140,,500 g,0.5,kg,"black storage cabinet ,3rd floor + jar in glovebox",70% + jar,polyvinyl butyral (PVB)_Mowital B 75 H (and B30HH and B45H)_Kuraray_SDS_revised May 2020,Not dangerous goods,n/a,n/a,,"Kuraray America_Mowital B 75H, B 30 HH and B 45 H_polyvinyl butyral",,,,,,solid (powder) ,colourless ,234.25,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,360,cerium (III) acetylacetonate hydrate,99.9%,15653-01-7,Strem,93-5802,L01742012,,25 g,0.025,kg,glovebox,70%,Cerium(III) acetylacetonate hydrate (99.9%-Ce) (REO)_Strem_SDS_Revised July 2021_check Jan 2025,Not dangerous goods,n/a,n/a,n/a,Strem_93-5802_Cerium(III) acetylacetonate hydrate (99.9%-Ce) (REO),,,,,,Solid (powder),dark beige,437.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,361,indium (III) acetylacetonate,99.99%,14405-45-9,Strem,49-4901,L02612107,,5 g,0.005,kg,glovebox,,Indium(III) acetylacetonate (99.99+%-In) PURATREM_SDS_Strem_Revised July 2021 (checked Jan 2025),Not dangerous goods,n/a,n/a,,Strem_49-4901_Indium(III) acetylacetonate (99.99+%-In) PURATREM,,,,,,solid (powder),whitish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,362,lithium hydroxide,anhydrous,1310-65-2,TCI,L0225,SWHZD-EP,,25 g,0.025,kg,glovebox,70%,Lithium hydroxide anhydrous_TCI_SDS_revised Oct 2024,UN2680,8,II,,TCI_L0225_Lithium hydroxide anhydrous,,,,,,solid,white,23.95,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,363,lithium iodide,"anhydrous, 98%",10377-51-2,Strem,93-0382,35804900,,25 g,0.025,kg,glovebox in vial,100%,"Lithium iodide, anhydrous, min. 98%_Strem_SDS_Revised July 2021",Not dangerous goods,n/a,n/a,,"Strem_93-0382_Lithium iodide, anhydrous, min. 98%",,,,,,solid (powder),whitish,133.85,3.494,,,,,2,2A,,,,,,,,,,,,,,,,,,,,,
421,364,indium (III) acetylacetonate,,14405-45-9,TCI,I0020,IAFJA-IN,,10 g,0.01,kg,glovebox,33%,Indium(III) Acetylacetonate_TCI_SDS_revised_Nov_2024,Not dangerous goods,n/a,n/a,,TCI_I0020_Indium(III) Acetylacetonate,,,,,,solid (crystal-powder),white - slightly pale yellow,412.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,365,silver paint,"silver in Iso-butyl methyl ketone, fast drying","contains 7440-22-4, 108-10-1",Ted Pella,16040-30,OW14177394,,30 g,0.03,kg,softwall cleanroom,10%,silver paint_fast drying Silver Paint_Ted Pella_SDS_Revised Jan 2023,UN1263,3,II,,Ted Pella_16040-30_fast drying silver paint,,,,,,liquid ,silver ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,366,silver paint,"silver in Iso-butyl methyl ketone, fast drying","contains 7440-22-4, 108-10-1",Ted Pella,16040-30,OW14768589,,30 g,0.03,kg,blue drawers in storage shelf,"recieved after Aug 31, 2022",silver paint_fast drying Silver Paint_Ted Pella_SDS_Revised Jan 2023,UN1263,3,II,,Ted Pella_16040-30_fast drying silver paint,,,,,,liquid ,silver ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,367,silver paint,"silver in Iso-butyl methyl ketone, fast drying","contains 7440-22-4, 108-10-1",Ted Pella,16040-30,OW14768589,,30 g,0.03,kg,blue drawers in storage shelf,"recieved after Aug 31, 2022",silver paint_fast drying Silver Paint_Ted Pella_SDS_Revised Jan 2023,UN1263,3,II,,Ted Pella_16040-30_fast drying silver paint,,,,,,liquid ,silver ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,368,ISC-Electrolyte 302,,,Fraunhofer ISC,ISC-Electrolyte 302,CM2455,,100 mL,0.1,kg,FC2,50%,ISC Electrolyte 302_Fraunhofer_SDS_revised Sept 2021,Not dangerous goods,n/a,n/a,,,,,,,,liquid,translucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,369,silicon dioxide,Aerosil 300,112945-52-5,EVONIK industries,Aerosil 300,309101300,,100 g,0.1,kg,black storage cabinet,100%,Aerosil 300 (silicone dioxide)_Evonik_SDS_Revised Nov 2022,Not dangerous goods,n/a,n/a,n/a,"Evonik_99002473_Aerosil 300, silicon dioxide, chemcially prepared",,,,,,solid (powder),white,,2.2,,,,,2,2A,,1B,,,,,,,,,,,,,,,,,,,
113,370,Aerosil R812S,,68909-20-6,EVONIK industries,10007320,150031738,,100 g,0.1,kg,black storage cabinet,100%,"Aerosil R 812 S (Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica)_Evonik_SDS_Revised July 2019",Not dangerous goods,n/a,n/a,n/a,"Evonik_10007320_Aerosil R 812 S, Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica",,,,,,solid (powder),white,,~2,,,,,,,,,,,,3,,,,3,,,,,,,,,,,
114,371,Aerosil R812S,,68909-20-6,EVONIK industries,10007320,150031738,,100 g,0.1,kg,black storage cabinet,100%,"Aerosil R 812 S (Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica)_Evonik_SDS_Revised July 2019",Not dangerous goods,n/a,n/a,n/a,"Evonik_10007320_Aerosil R 812 S, Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, hydrolysis products with silica",,,,,,solid (powder),white,,~2,,,,,,,,,,,,3,,,,3,,,,,,,,,,,
216,372,chloroform,"anhydrous, 99%",67-66-3,Sigma Aldrich,288306-1L,SHBN7167,,1 L,1.5,kg,glovebox,90%,"Chloroform, anhydrous, >99%, contains 0.5-1.0% ethanol as stabilizer_Sigma_SDS_revised Jan 2025",UN1888,6.1,III,n/a,"Sigma_288306_Chloroform, anhydrous, >99%, contains 0.5-1.0% ethanol as stabilizer",,,,,,liquid,colourless,120.38,1.5,,,,,,,,,,,,3,,,,3,,,,,,,,,,,
373,373,"ethyl-2,4,6-trimethylbenzoylphenylphosphine",,84434-11-7,"ESSTECH, Inc",PL-TPO-L,21CA3493,,200 g,0.2,kg,FC1,90%,"Ethyl-2,4,6-Trimethylbenzoylphenylphosphinate_ESSTECH_SDS_revised Oct 2014 (checked Sept 2021)",UN3082 ,9,III,2,"Not linked on Fisher site_Fisher_A40725CDN=Greenfield_DA 2A Anhydrous_deantured ethanol, anhydrous",,,,,,liquid ,light yellow,316.34,1.1,,,,,,,,,,,,3,,,,3,,,,,,,,,,3,
460,374,lithium 2-ethylhexanoate,,15590-62-2,ThermoFisher,039330.09,S01H015,,10 g,0.01,kg,FC1; metal 2ethylhexanoates,60%,lithium 2-ethylhexanoate SDS  revised March 2024,Not dangerous goods,n/a,n/a,,Thermo_039330_lithium 2-ethylhexanoate,,,,,,solid,white,150.15,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
290,375,BR-742MS,,,Dymax,Bomar BR-742MS,2255664,,1 pint,0.525,kg,FC2,80%,Dymax_Bomar BR-742MS polyester urethane Methacrylates_Dymax_SDS_revised Jan 2021,Not dangerous goods,n/a,n/a,,,,Apr 16 2022,,,,liquid,colourless,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,376,4-(methylthio)benzyl alcohol,98%,3446-90-0,ThermoFisher,B22455.06,J2263A,,5 g,0.005,kg,glovebox,90%,"4-(methylthio)benzyl alcohol, 98%_ThermoFiher_SDS_revised March 2024",Not dangerous goods,n/a,n/a,n/a,"ThermoFisher_B22455_4-(methylthio)benzyl alcohol, 98%",,,,,, solid,white,154.23,no data,,,,,,,,,,,,,,,,3,,,,,,,,,,,
743,377,2-[[(butylamino)carbonyl]oxy]ethyl acrylate,,63225-53-6,iGM Resins,X10054,BCE201003,,1 pint,0.506,kg,FC1 initiators,80%,Photomer 4184_iGM Resins_SDS_revised May 2015 (received Oct 2021),Not dangerous goods,n/a,n/a,,,,Oct 21 2021(received after this),,,,liquid,colourless,,1.07,,,,,,1,,,,,,,,,,,,,,,,,,,,2,
744,378,2-[[(butylamino)carbonyl]oxy]ethyl acrylate,,63225-53-6,iGM Resins,X10054,BCE201003,,1 pint,0.506,kg,FC1 initiators,100%,Photomer 4184_iGM Resins_SDS_revised May 2015 (received Oct 2021),Not dangerous goods,n/a,n/a,,,,Oct 21 2021(received after this),,,,liquid,colourless,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,379,2-[[(butylamino)carbonyl]oxy]ethyl acrylate,,63225-53-6,iGM Resins,X10054,BCE201003,,1 pint,0.506,kg,FC1 initiators,100%,Photomer 4184_iGM Resins_SDS_revised May 2015 (received Oct 2021),Not dangerous goods,n/a,n/a,,,,Oct 21 2021(received after this),,,,liquid,colourless,,1.07,,,,,,,,,,1A,,,,,,,,,,,,,,,,,
746,380,2-[[(butylamino)carbonyl]oxy]ethyl acrylate,,63225-53-6,iGM Resins,X10054,BCE201003,,1 pint,0.506,kg,FC1 initiators,80%,Photomer 4184_iGM Resins_SDS_revised May 2015 (received Oct 2021),Not dangerous goods,n/a,n/a,,,,Oct 21 2021(received after this),,,,liquid,colourless,,1.07,,4,4,4,1B,1,,,,,,3,,,,,,,,,,,,,,,
747,381,2-[[(butylamino)carbonyl]oxy]ethyl acrylate,,63225-53-6,iGM Resins,X10054,BCE201003,,1 pint,0.506,kg,glovebox,100%,Photomer 4184_iGM Resins_SDS_revised May 2015 (received Oct 2021),Not dangerous goods,n/a,n/a,,,,Oct 21 2021(received after this),,,,liquid,colourless,,1.07,,,,,1B,1,,,,,,3,,,,,,,,,,,,,,,
466,382,lithium bis(fluorosulfonyl)imide,99%,171611-11-3,Nippon Shokubai Co Ltd,LF-101,1E05H1A,,2 x500 g,1,kg,glovebox ,100% for both,Lithium bis(fluorosulfonyl)imide_LF-101_Nippon Shokubai Co_SDS_revised July 2019,UN2923,8 (6.1),II,,,,,,,,solid (powder),white,,2.32,,,,,1B,1,,,,,,3,,,,,,,,,,,,,,,
201,383,carulite200,"granular catalysts for ozone destruction, 4 x 8 granular (4.8 mm x 2.4 mm))",,"Oxidation Technologies, LLC",Carulite 200,,,3 lbs,1.363636364,kg, FC1,,Carulite 200_Oxidation Technologies_Revised Feb 2009 (received Nov 2021),Not dangerous goods,n/a,n/a,n/a,Oxidation Technologies_Carulite 200,,,,,,solid,black,,0.8-0.9,,,,,1B,1,,,,,,3,,,,,,,,,,,,,,,
221,384,triethyl citrate,,77-93-0,Vertellus (now Aurorium),101115,0000195852,,kg,,,"glovebox, 50 mL jar on sieves",40%,Citroflex2 (triethyl citrate)_Vertellus_SDS_revised July 2020,Not dangerous goods,n/a,n/a,n/a,Vertellus_101115_Citroflex2 (triethyl citrate),,,,,,liquid (oily),colorless,276.28,1.137,,,,,1C,1.00,,,,,,,,,,,,,1.00,,,,,,,,
227,385,conductive paste,"AE8010, copper","contains 7440-50-8, 7440-22-4",TATSUTA /JFE Shoji Electronics Corporation,AE8010,201229,,250 g,0.25,kg,freezer,100%,Conductive Paste AE8010-5_TATSUTA_SDS_revised Oct 2020,UN3082,9,III,,,,,,,,solid (Paste),gray,,4.4,,,,,1C,1.00,,,,,,,,,,,,,1.00,,,,,,,,
57,386,2-hydroxy-2-methylpropiophenone,97%,7473-98-5,Sigma Aldrich,405655-250mL,MKCQ3130,,250 mL,0.26925,kg,FC2 and in glovebox,95%,"2-hydroxy-2-methylpropiophenone, 97%_Sigma_SDS_revised March 2024",Not dangerous goods,n/a,n/a,n/a,"Sigma_405655_2-hydroxy-2-methylpropiophenone, 97%",,,,,,liquid,colourless,164.2,1.077,,,,,1C,1.00,,,,,,,,,,,,,1.00,,,,,,,,
776,387,polyvinyl butyral,Mowital B 30 HH,"68648-78-2 (can also be 63148-65-2) and impuritites including 7732-18-5, 123-72-8, 7647-14-5",Kuraray America Inc,"PX000034 (Mowital B 30 HH, former 84006112)",M121035182,,12.5 kg,12.5,kg,"black storage cabinet ,3rd floor",100%,polyvinyl butyral (PVB)_Mowital B30HH and B45H_Kuraray_SDS_revised May 2020,Not dangerous goods,n/a,n/a,,"Kuraray America_Mowital B 30 HH, B 45 H, 60H and 60HH_polyvinyl butyral",,,,,,solid (powder) ,colourless ,234.25,1.1,,,,,,2A,,,,,,3,,,,2,,,,,,,,,,,
779,388,polyvinyl butyral,Mowital B 45 H,"68648-78-2 (can also be 63148-65-2) and impuritites including 7732-18-5, 123-72-8, 7647-14-5",Kuraray America Inc,"PX000040 (Mowital B 45 H, former 84008102)",M121075089,,15 kg,15,kg,"black storage cabinet ,3rd floor",99%,polyvinyl butyral (PVB)_Mowital B30HH and B45H_Kuraray_SDS_revised May 2020,Not dangerous goods,n/a,n/a,,"Kuraray America_Mowital B 30 HH, B 45 H, 60H and 60HH_polyvinyl butyral",,,,,,solid (powder) ,colourless ,234.25,1.1,,,,,,2,,,,,,3,,,1,2,,,,,,,,,,,
94,389,"4,4'-methylenebis(cyclohexyl isocyanate)","99%, mixture of isomers",5124-30-1,Sigma Aldrich,388386-100ML,MKCK0868,,100 mL,0.1066,kg,FC 2,100%,"4,4'-Methylenebis(cyclohexyl isocyanate), mixtureof isomers, 90%_Sigma_SDS_revised March 2024",UN2206,6.1,III,n/a,"Sigma_388386_4,4'-Methylenebis(cyclohexyl isocyanate), mixtureof isomers, 90%",,,,,,liquid,colourless - light yellow,262.35,1.066,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
436,390,Kodilan LED,,,H. B. Fuller / KOMMERLING,possibily 210006,84870,,5 kg,5,kg,FC3,90%, ,UN3265,8,III,,,,,,Technical data sheet,,liquid,colourless,,0.9,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
432,391,K-KAT 4205 Urethane Catalyst,,,King Industries,928420 / K-KAT 4205,18654,,100 mL,0.1,kg,glovebox,85%,K-KAT 4205_King Industries_SDS_Revised July 2019,UN2310,3 (6.1),III,,,,,,K-KAT 4205 Urethane Catalyst Product Data Sheet,,liquid,colourless,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
433,392,K-KAT 6212 Urethane Catalyst,,,King Industries,928452 / K-KAT 6212,19717,,100 mL,0.098,kg, glovebox,95%,K-KAT 6212_King Industries_SDS_Revised June 2020 ,Not dangerous goods,n/a,n/a,,,,,,K-KAT 6212 Urethane Catalyst Product Data Sheet,,liquid,clear straw,,0.98,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
844,393,silver nanowires,"120-150 nm, 20-50 um, 0.5% isopropanol suspension","contains 7440-22-4, 67-63-0",Sigma Aldrich,778095-25ML,MKCQ0530,,25 mL,0.0194625,kg,fridge,100%,"silver nanowires diameter L 120-150 nm, 20-50 microns, 0.5% (isopropyl alcohol suspension)_Sigma_SDS_revised Aug 2024 ",UN1219,3,II,,"Sigma_778095_Silver nanowires diameter L 120-150 nm, 20-50 microns, 0.5% (isopropyl alcohol solution)",,,,,,liquid (suspension),light grey (off white to grey),107.87,0.7785,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
845,394,silver nanowires,"120-150 nm, 20-50 um, 0.5% isopropanol suspension","contains 7440-22-4, 67-63-0",Sigma Aldrich,778095-25ML,MKCQ0530,,25 mL,0.0194625,kg,fridge,100%,"silver nanowires diameter L 120-150 nm, 20-50 microns, 0.5% (isopropyl alcohol suspension)_Sigma_SDS_revised Aug 2024",UN1219,3,II,,"Sigma_778095_Silver nanowires diameter L 120-150 nm, 20-50 microns, 0.5% (isopropyl alcohol solution)",,,,,,liquid (suspension),light grey (off white to grey),107.87,0.7785,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
607,395,MONOPOL PPG1000,,,"Dongham Chemical Co., Ltd.",,21100861,,500 g,0.5,kg,glovebox,95%,MONOPOL PPG1000_Dongham Chemical co Ltd_SDS_revised,,,,,,,,,,, , ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
608,396,MONOPOL PPG1000,,,"Dongham Chemical Co., Ltd.",,21100861,,500 g,0.5,kg,4th floor table,100%,MONOPOL PPG1000_Dongham Chemical co Ltd_SDS_revised,,,,,,,,,,, , ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
609,397,MONOPOL PPG2000,,,"Dongham Chemical Co., Ltd.",,21082667,,500 g,0.5,kg,glovebox,95%,MONOPOL PPG2000_Dongham Chemical co Ltd_SDS_revised,,,,,,,,,,, , ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
610,398,MONOPOL PPG2000,,,"Dongham Chemical Co., Ltd.",,21082667,,500 g,0.5,kg,4th floor table,100%,MONOPOL PPG2000_Dongham Chemical co Ltd_SDS_revised,,,,,,,,,,, , ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
611,399,MONOPOL PPG2000S,,,"Dongham Chemical Co., Ltd.",,21101062,,500 g,0.5,kg,glovebox,95%,MONOPOL PPG2000S_Dongham Chemical co Ltd_SDS_revised,,,,,,,,,,, , ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
612,400,MONOPOL PPG2000S,,,"Dongham Chemical Co., Ltd.",,21101062,,500 g,0.5,kg,4th floor table,100%,MONOPOL PPG2000S_Dongham Chemical co Ltd_SDS_revised,,,,,,,,,,, , ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
430,401,K-FLEX 188,,,King Industries,927100 / K-FLEX 188,8673,,~1 pint ,0.525,kg,glovebox,100%,K-FLEX 188_King Industries_SDS_Revised July 2020,Not dangerous goods,n/a,n/a,,,,,,K-FLEX 188 Product Data Sheet,,liquid,clear like straw colour,,1.11,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
431,402,K-FLEX XM-332 ,,,King Industries,927573 / K-FLEX XM-332,17683,,~1 pint,0.511,kg, glovebox,100%,K-FLEX XM-332 (FLEXOREZ XM-332)_King Industries_SDS_Revised Jan 2022,Not dangerous goods,n/a,n/a,,,,,,K-FLEX XM-332 (Flexorez XM-332) Product Data Sheet,,liquid,clear light amber,,1.08,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
434,403,K-PURE CXC-1612,,,King Industries,960420 / K-PURE CXC-1612,1A614,,~ 100 g,0.1,kg,glovebox,60%,K-PURE CXC-1612_King Industries_SDS_Revised April 2020,UN3077,9,III,,,,,,K-PURE CXC-1612 Product Data Sheet,,solid (powder),white,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
435,404,K-PURE CXC-1614,,,King Industries,960422 / K-PURE CXC-1614,19805,,~25 g,0.025,kg, glovebox,30%,K-PURE CXC-1614_King Industries_SDS_Revised Jun 2020,Not dangerous goods,n/a,n/a,,,,,,K-PURE CXC-1614 Product Data Sheet,,solid (crystalline),white,,1.34,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
1102,405,zinc,powder,7440-66-6,Sigma Aldrich,96454-250G,BCCG6196,,250 g,0.25,kg,FC2,90%,"Zinc powder, purum_Sigma_SDS_Revised July 2024",UN3077,9,III,,Sigma_96454_Zinc powder,,,,,,solid (powder),gray,65.39,7.133,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
145,406,"hexadecyl 3,5-di-tert-butyl-4-hydroxybenzoate",,67845-93-6,Mayzo (Dempsey),,1SP2983507,,1 pint,0.506,kg,FC3,20%,BLS 2908_Mayzo_SDS_revised June 2018_received May 2022,Not dangerous goods,n/a,n/a,"COMBUSTIBLE DUST, NFPA = 1",,,,,,,solid (powder),white to off-white,,1.07,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
147,407,BNX 549,,,Mayzo (Dempsey),,1202105019,,1 pint,0.478,kg,FC3,30%,BNX 549_Mayzo_SDS_revised June 2018_received May 2022,Not dangerous goods,n/a,n/a,"COMBUSTIBLE DUST, NFPA = 1",,,,,,,solid (crystalline powder),white,,1.01,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
622,408,silica nanoparticles,"dispersed in hexanediol diacrylate, NANOBYK-3605",,BYK,NANOBYK-3605,2241920,,500 mL,0.695,kg,FC2,100%,NANOBYK-3605_BYK_SDS_Revised Dec 2024,UN3082,9,III,,BYK_NANOBYK-3605,,,,,,liquid ,colourless,,1.39,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
254,409,DESMODUR N 3300A,,"contains 28182-81-2, 822-06-0",Covestro,5743249,C330001251,,1 L,1.16,kg,"3rd floor, black chemical cabinet",100%,Desmodur N 3300A_Covestro_SDS_revised November 2022,Not dangerous goods,n/a,n/a,,Covestro_5743249_DESMODUR N 3300A,,,,,,liquid,yellow,1159.92,1.16,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
255,410,Desmodur N 3600,,"contain 28182-81-2, 822-06-0",Covestro,3119053,C372000870,,1 L + vial,1.17,kg,glovebox,95% + vial,Desmodur N 3600_Covestro_SDS_revised December 2023,,,,,Covestro_3119053_DESMODUR N 3600,,,,,,liquid,colourless to light yellow,,1.17,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
393,411,glycerol,,56-81-5,Sigma Aldrich,G9012-500ML,BCCF4168,,500 mL,0.625,kg,FC1,95%,Glycerol_SDS_Sigma_Revised Jan 2025,Not dangerous goods,n/a,n/a,,Sigma_G9012_Glycerol,,,,,,liquid (viscous),colourless,92.09,1.25,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
562,412,lithium perchlorate,"battery, 99.99% metal basis",7791-03-9,Sigma Aldrich,634565-100g,137438,,100 g,0.1,kg,FC1; oxidizers,100%,Lithium Perchlorate Battery Grade_Sigma_SDS_Revised Jan 2025,UN1481 ,5.1,II,n/a,Sigma_634565_Lithium Perchlorate Battery Grade,,,,,,solid (granular),white,106.39,2.29,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
137,413,Arcol Polyol PGG 2000,,,Covestro,5486688(SDS) or 3026217 (container),PC87NO04P2,,3.63 kg,3.63,kg,black storage cabinet,70%,Arcol Polyol PPG 2000_Covestro_SDS_Revised Sept 2022,Not dangerous goods,n/a,n/a,n/a,Covestro_5486688_Arcol Polyol PPG 2000,,,,,,liquid (viscous),colourless,,1.01,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
613,414,MULTRANOL 4011,,,Covestro,5307325 (also recoreded as 03419294) ,PB95021005,,3.63 kg,3.63,kg,"black storage cabinet ,3rd floor",50%,Multranol 4011_Covestro_SDS_revised May 2021,Not dangerous goods,n/a,n/a,,Covestrol_5307325_Multranol 4011,,,,,,Liquid ,colourless,300,1.02,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
848,415,silver nanowires,"18-22 nm, 10-14 um, 0.5% isopropanol suspension","contains 7440-22-4, 67-63-0",Sigma Aldrich,806714-25ML,MKCQ0353,,25  mL,0.0198625,kg,in fridge,50%,"silver nanowires diameter L 20 nm (+/- 2 nm) x 12 microns (+/- 2 microns), 5 mg/mL (in IPA)_Sigma_SDS_Revised Aug 2024",UN1219,3,II,,"Sigma_806714_silver nanowires diameter L 20 nm (+/- 2 nm) x 12 microns (+/- 2 microns), 5 mg/mL (in IPA)",,,,,,liquid (suspension),grey,,0.7945,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
1006,416,TPU film conductive,hand pressed,,SWM/Mativ (Argotec),"samples, hand pressed films",LR00603-09,,"4 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024",,,,,,,,,,,solid ,Various ,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
888,417,Solargain Edge Tape SET LP03,"size 3916 0.393"" x 0.016"" (10mm x 0.4mm)",,,,,,,,,,,,,,,,,,,,,,solid ,black ,,1.21,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
461,418,lithium 2-ethylhexanoate,,15590-62-2,ThermoFisher,039330.09,S01H015,,10 g,0.01,kg,FC1; metal 2ethylhexanoates,100%,lithium 2-ethylhexanoate SDS  revised March 2024,Not dangerous goods,n/a,n/a,,Thermo_039330_lithium 2-ethylhexanoate,,,,,,solid,white,150.15,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
462,419,lithium 2-ethylhexanoate,,15590-62-2,ThermoFisher,039330.09,S01H015,,10 g,0.01,kg,FC1; metal 2ethylhexanoates,100%,lithium 2-ethylhexanoate SDS  revised March 2024,Not dangerous goods,n/a,n/a,,Thermo_039330_lithium 2-ethylhexanoate,,,,,,solid,white,150.15,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
588,420,mineral oil,white,8020-83-5,ThermoFisher,AA31911A1,U18H027,,1 kg,1,kg,black storage cabinet,70%,"Mineral Oil, white, ThermoFisher_SDS_revised March 2024",Not dangerous goods,n/a,n/a,,"ThermoFisher_31911_mineral oil, white",,,,,,liquid (vicous),colourless,,,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
708,421,niobium (V) ethoxide,,3236-82-6,TANiOBIS,1098939,OL124-123M,,100 g,0.1,kg,FC1,100%,niobium (V) ethoxide _TANiOBIS_SDS_revised Oct 2020,UN 2920,8 (3),III,,,,,,,,liquid,yellow-red,,1.27,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
709,422,niobium (V) ethoxide,,3236-82-6,TANiOBIS,1098939,OL124-123M,,100 g,0.1,kg,FC1,100%,niobium (V) ethoxide _TANiOBIS_SDS_revised Oct 2020,UN 2920,8 (3),III,,,,,,,,liquid,yellow-red,,1.27,,,,,,2A,,,,,,2,,,,2,,,,,,,,,,,
